instId,instType,baseCcy,quoteCcy,settleCcy,ctVal,ctMult,ctValCcy,optType,stk,listTime,expTime,tickSz,lotSz,minSz,maxSz,maxLmtSz,maxMktSz,maxTwapSz,maxIcebergSz,maxTriggerSz,maxStopSz,last,lastSz,askPx,askSz,bidPx,bidSz,open24h,high24h,low24h,volCcy24h,vol24h,sodUtc0,sodUtc8,ts,minOrderValueUSD
ENJ-USD,SPOT,ENJ,USD,,,,,,,1742887200000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.06561,30.482,0.06809,4405.933,0.06777,4426.737,0.06705,0.06917,0.06561,15.0542434,220.448,0.06561,0.06633,1755694244826,0.66
ENS-USD,SPOT,ENS,USD,,,,,,,1736909700000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,24.525,1.5,24.648,12.171372,24.561,12.214486,24.88,24.88,24.508,805.901183421,32.643179,24.782,24.782,1755694245509,2.45
ERN-USD,SPOT,ERN,USD,,,,,,,1741846500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.7004,158.415287,0.7054,425.290615,0.7005,428.265524,0.7332,0.7996,0.6941,8951.9979550463,11978.971716,0.7435,0.7251,1755694238011,0.70
ETC-USD,SPOT,ETC,USD,,,,,,,1743492600000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,20.93,0.504081,20.95,14.319809,20.88,14.367816,21.27,21.27,20.49,16.54831017,0.796164,20.49,20.58,1755694244814,2.09
ETHFI-USD,SPOT,ETHFI,USD,,,,,,,1737975000000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.11,4.172,1.0767,278.6291,1.0728,279.642,1.11,1.11,1.11,0,0,1.11,1.11,1755694244827,1.11
ETHW-USD,SPOT,ETHW,USD,,,,,,,1743492900000,,0.001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.575,2.5396,1.572,193.76,1.566,191.5706,1.589,1.589,1.575,29.233447,18.5406,1.577,1.577,1755694244910,1.57
EURC-USD,SPOT,EURC,USD,,,,,,,1742364300000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.1659,597.4658,1.1667,1207.7082,1.1656,11017.9213,1.1667,1.1673,1.1619,392363.84628301,336969.4916,1.1638,1.165,1755694237714,1.17
FIL-USD,SPOT,FIL,USD,,,,,,,1743660000000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,2.402,71.39055,2.4,13.5,2.397,13.5,2.409,2.409,2.371,2384.528826897,1003.352974,2.371,2.386,1755694244811,0.24
FLM-USD,SPOT,FLM,USD,,,,,,,1741851300000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.03046,5982.665102,0.03053,9826.400262,0.03034,9887.936717,0.03121,0.03121,0.02901,1343.91485429104,44826.177855,0.0291,0.02979,1755694245720,3.05
FLOKI-USD,SPOT,FLOKI,USD,,,,,,,1742796000000,,0.00000001,1,10000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.00009999,13195,0.00010074,9926543,0.00010039,2988345,0.00010323,0.00010323,0.00009719,3983.42923657,39781858,0.00010056,0.0001,1755694244910,1.00
FLOW-USD,SPOT,FLOW,USD,,,,,,,1742887500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3688,224.4799,0.3741,801.924619,0.3727,804.936946,0.3827,0.3827,0.3688,393.4861896296,1063.432715,0.3741,0.3716,1755694231821,0.37
FLR-USD,SPOT,FLR,USD,,,,,,,1743660300000,,0.00001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.02345,663.68,0.0235,10640.59,0.02346,10656.08,0.02381,0.02388,0.02301,1236.1659671,52975.03,0.02301,0.02301,1755694227115,2.34
FLUID-USD,SPOT,FLUID,USD,,,,,,,1743076800000,,0.001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,6.752,19.746,6.78,44.247,6.712,44.696,6.497,6.752,6.477,1008.118421,150.09,6.732,6.477,1755694226012,6.75
FORTH-USD,SPOT,FORTH,USD,,,,,,,1744265700000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,2.76,61.608705,2.74,109.489051,2.725,110.091743,2.714,2.76,2.714,378.011702856,137.844657,2.728,2.728,1755694232308,2.76
G-USD,SPOT,G,USD,,,,,,,1743055200000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.01149,173.6,0.01154,25996.5,0.01147,26155.1,0.0115,0.01152,0.01149,3.972648,345.3,0.01152,0.01152,1755694238115,1.15
GALA-USD,SPOT,GALA,USD,,,,,,,1743660600000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01622,308.261405,0.0162,18518.518518,0.01614,18587.360594,0.01695,0.01695,0.01599,8.84042909692,548.35473,0.01622,0.016,1755694245813,1.62
GAS-USD,SPOT,GAS,USD,,,,,,,1742364600000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,3.238,3.146071,3.304,29.954504,3.287,91.268634,3.34,3.34,3.212,424.202724934,131.268185,3.231,3.253,1755694245018,3.24
GEAR-USD,SPOT,GEAR,USD,,,,,,,1742364900000,,0.000001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.003463,20769.18,0.003492,85910.65,0.003458,86755.34,0.003699,0.003699,0.003463,373.53239713,107116.72,0.003463,0.003493,1755694245719,0.35
GHST-USD,SPOT,GHST,USD,,,,,,,1741848000000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.4529,452.8417,0.4587,654.022236,0.4517,238.524103,0.469,0.469,0.4503,505.0920057854,1119.064218,0.4529,0.4503,1755694245226,0.45
GLMR-USD,SPOT,GLMR,USD,,,,,,,1741847100000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.07449,1342.462075,0.07528,3985.12221,0.07481,4010.159069,0.07479,0.07479,0.0742,100.99397708235,1355.857993,0.07449,0.0742,1755694230318,0.74
GLM-USD,SPOT,GLM,USD,,,,,,,1742365200000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2595,385.356454,0.2435,1232.032854,0.2422,1238.645747,0.2595,0.2595,0.2595,0,0,0.2595,0.2595,1755694237921,2.60
GMT-USD,SPOT,GMT,USD,,,,,,,1743493200000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.04153,7223.6937,0.0417,7194.2446,0.04156,2164.4,0.04266,0.04285,0.0405,1272.536147588,30696.8811,0.04069,0.04168,1755694238011,0.42
GOAT-USD,SPOT,GOAT,USD,,,,,,,1738918800000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.08918,30.131,0.08911,3366.625,0.08874,3380.661,0.08862,0.08964,0.08807,935.84768338,10553.232,0.08868,0.08868,1755694244726,0.89
GODS-USD,SPOT,GODS,USD,,,,,,,1742365800000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.12543,33.21906,0.12554,33.189952,0.12532,33.248218,0.12307,0.12686,0.11989,4624.62233014465,37612.572594,0.12171,0.12193,1755694245315,1.25
GRT-USD,SPOT,GRT,USD,,,,,,,1743660900000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.08909,11,0.09045,3316.749585,0.09011,3329.264232,0.08982,0.09067,0.08789,216.31039940324,2397.627564,0.08909,0.089,1755694244814,0.89
HBAR-USD,SPOT,HBAR,USD,,,,,,,1743661200000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.23439,15.5,0.23443,25.598295,0.23436,42.663825,0.241,0.24263,0.23067,12364.10545126626,52593.234187,0.23315,0.235,1755694245315,2.34
HMSTR-USD,SPOT,HMSTR,USD,,,,,,,1742366400000,,0.0000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0006994,163558,0.0007051,425471.5,0.0007022,427228.7,0.0007256,0.0007256,0.00069,530.02070835,752842.7,0.0006994,0.0006944,1755694245019,0.07
HUMA-USD,SPOT,HUMA,USD,,,,,,,1749038400000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.03362,296.6,0.03265,9188.3,0.0325,9230.7,0.03299,0.03362,0.03221,1190.5696,36392.2,0.03221,0.03279,1755694243610,3.36
ICE-USD,SPOT,ICE,USD,,,,,,,1742366700000,,0.000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.005151,15933.4,0.005135,58422.5,0.005097,58858.1,0.005486,0.005486,0.004919,12395.9938501,2373347.1,0.005149,0.0052,1755694226511,0.52
ICP-USD,SPOT,ICP,USD,,,,,,,1743661500000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,5.148,4.28,5.14,48.639725,5.137,48.665202,5.241,5.28,5.049,575.870609808,113.41292,5.049,5.124,1755694244617,0.51
ICX-USD,SPOT,ICX,USD,,,,,,,1743055500000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.125,10.019032,0.1269,2364.066193,0.1264,2373.417721,0.13069,0.13069,0.12418,45.69307868699,360.304682,0.12418,0.12744,1755694235760,1.25
ID-USD,SPOT,ID,USD,,,,,,,1742367000000,,0.0001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.1656,90,0.157,1910.828,0.1561,1921.844,0.1656,0.1656,0.1656,0,0,0.1656,0.1656,1755694231927,1.66
ILV-USD,SPOT,ILV,USD,,,,,,,1740031500000,,0.001,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,15.401,1.281049,15.296,19.61297,15.23,19.697964,16.193,16.193,15.156,474.625001752,30.3135,15.303,15.795,1755694243613,0.15
IMX-USD,SPOT,IMX,USD,,,,,,,1744266000000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.5359,101.41346,0.5422,553.301364,0.5402,1851.166234,0.5539,0.5539,0.5359,254.3846130352,472.815502,0.5359,0.5386,1755694244518,0.54
IOST-USD,SPOT,IOST,USD,,,,,,,1742367300000,,0.000001,0.000001,100,,999999999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,999999,0.00364,5938.498747,0.003474,86355.785837,0.003459,86730.268863,0.00364,0.00364,0.00364,0,0,0.00364,0.00364,1755694243812,0.36
IOTA-USD,SPOT,IOTA,USD,,,,,,,1742367600000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1934,591.985641,0.1964,1527.494908,0.1956,1533.742331,0.2027,0.2027,0.1916,28499.9994852188,145245.243782,0.1958,0.1981,1755694243219,1.93
IP-USD,SPOT,IP,USD,,,,,,,1740033900000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,5.6188,3.017,5.7028,52.604,5.6765,52.848,5.8153,5.8153,5.4808,4778.7461798,861.257,5.535,5.558,1755694245113,5.62
JOE-USD,SPOT,JOE,USD,,,,,,,1741847400000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1572,10.430024,0.1563,1919.385796,0.1553,1931.745009,0.1572,0.1572,0.1572,0,0,0.1572,0.1572,1755694243155,1.57
JST-USD,SPOT,JST,USD,,,,,,,1738919700000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.03269,344.663579,0.03318,9041.59132,0.03299,9093.664746,0.03269,0.03269,0.03269,0,0,0.03269,0.03269,1755694245719,3.27
JTO-USD,SPOT,JTO,USD,,,,,,,1743661800000,,0.001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.702,4.0244,1.702,709.1411,1.695,176.991,1.717,1.717,1.676,1639.2780752,972.5594,1.676,1.676,1755694245113,1.70
JUP-USD,SPOT,JUP,USD,,,,,,,1743662100000,,0.0001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.4906,30.923,0.4907,421.114,0.4893,613.12,0.4978,0.4999,0.4747,1700.2855105,3482.639,0.4784,0.4849,1755694244816,4.91
KAITO-USD,SPOT,KAITO,USD,,,,,,,1740108900000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,1.0439,52.563,1.0487,6.677,1.0481,9.539,1.0764,1.0764,1.0254,1369.7796007,1311.12,1.031,1.0254,1755694245616,1.04
KAIA-USD,SPOT,KAIA,USD,,,,,,,1742368200000,,0.0001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.1457,346.36,0.1457,2059.02,0.1451,2067.53,0.151,0.1514,0.1432,262.166045,1799.57,0.1436,0.1469,1755694229112,1.46
KDA-USD,SPOT,KDA,USD,,,,,,,1742368500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3826,291.280087,0.3832,782.881002,0.3814,786.575773,0.3919,0.3919,0.377,114.1865746452,298.555454,0.3826,0.377,1755694227733,0.38
KMNO-USD,SPOT,KMNO,USD,,,,,,,1750249800000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.05703,3030,0.05696,5266.8,0.05672,5289.1,0.05951,0.05951,0.05703,172.8009,3030,0.05703,0.05703,1755694237614,5.70
KNC-USD,SPOT,KNC,USD,,,,,,,1743055800000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3929,10.080354,0.391,767.263427,0.3888,771.604938,0.3929,0.3929,0.3929,0,0,0.3929,0.3929,1755694242712,3.93
KSM-USD,SPOT,KSM,USD,,,,,,,1743056100000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,13.95,0.105484,14.31,20.96436,14.25,21.052631,14.4,14.47,13.95,60.62947965,4.214273,13.95,13.95,1755694227818,1.40
LAT-USD,SPOT,LAT,USD,,,,,,,1742369400000,,0.000001,0.000001,100,,999999999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,999999,0.003188,5410.660827,0.003197,93837.973099,0.003173,94547.746612,0.003265,0.003268,0.003156,811.101946230103,251809.835602,0.003156,0.003212,1755694230016,0.32
LAYER-USD,SPOT,LAYER,USD,,,,,,,1745582400000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.557,23.373,0.5572,538.405,0.5552,540.345,0.5653,0.5653,0.557,367.1437791,658.469,0.557,0.5577,1755694243610,0.56
LDO-USD,SPOT,LDO,USD,,,,,,,1743662400000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.3317,1.1029,1.3333,225.0055,1.3285,225.8185,1.2916,1.3479,1.2689,2954.61847954,2302.44,1.345,1.2747,1755694244828,1.33
LEO-USD,SPOT,LEO,USD,,,,,,,1741849800000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,9.591,7.410969,9.693,30.95017,9.59,31.282586,9.545,9.591,9.545,81.701233399,8.519803,9.58,9.58,1755694245720,9.59
LINK-USD,SPOT,LINK,USD,,,,,,,1736910000000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,25.33,0.7895,25.339,1.35,25.329,2.139446,24.374,25.341,23.396,60345.970313313,2440.53977,23.666,24.372,1755694245808,2.53
LOOKS-USD,SPOT,LOOKS,USD,,,,,,,1742369700000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01815,2772.434948,0.01938,15479.87616,0.01924,15592.515592,0.01888,0.01888,0.01815,120.18106296735,6621.546169,0.01815,0.01815,1755694230706,0.18
LPT-USD,SPOT,LPT,USD,,,,,,,1744266300000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,6.161,50.558371,6.266,47.877433,6.243,160.1794,6.3,6.3,6.1,657.028755527,106.688055,6.161,6.1,1755694244743,0.62
LQTY-USD,SPOT,LQTY,USD,,,,,,,1744266600000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.9042,331.1132,0.8803,340.7928,0.8764,342.3093,0.9042,0.9042,0.9042,0,0,0.9042,0.9042,1755694245714,0.90
LRC-USD,SPOT,LRC,USD,,,,,,,1743662700000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.08778,1275.85928,0.0878,3416.856492,0.08742,3431.708991,0.09437,0.09437,0.08778,967.75312932588,10735.53523,0.08886,0.08886,1755694239111,0.88
LSK-USD,SPOT,LSK,USD,,,,,,,1742796300000,,0.0001,0.00000001,1,,9999999999,999999,9999999999.0000000000000000,9999999999.0000000000000000,9999999999.0000000000000000,999999,0.394,243.09951887,0.3849,779.42322681,0.3784,792.81183932,0.394,0.394,0.394,0,0,0.394,0.394,1755694222013,0.39
LTC-USD,SPOT,LTC,USD,,,,,,,1736910300000,,0.01,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,114.92,0.4626,114.99,0.2835,114.98,10.073574,115.8,116.6,112.39,267663.35842149,2348.18705,112.91,114,1755694245714,1.15
LUNA-USD,SPOT,LUNA,USD,,,,,,,1742796900000,,0.0001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.1516,438.1359,0.1538,1950.5851,0.1532,1958.2245,0.1539,0.1539,0.1498,239.34518574,1583.0565,0.1516,0.1498,1755694244822,1.52
LUNC-USD,SPOT,LUNC,USD,,,,,,,1754460300000,,0.00000001,1,10000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.00005888,3125799,0.00005878,8506294,0.00005851,8545547,0.00005814,0.00005888,0.00005814,240.02270252,4078414,0.00005876,0.00005876,1755694244827,0.59
MAGIC-USD,SPOT,MAGIC,USD,,,,,,,1742450400000,,0.00001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.22825,4381.161007,0.23099,4329.191739,0.23011,1303.724305,0.23158,0.23158,0.22399,1604.51678141322,7033.477492,0.22455,0.22716,1755694245714,0.23
MAJOR-USD,SPOT,MAJOR,USD,,,,,,,1742450700000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.1583,263.118,0.1579,1899.935,0.1569,1912.045,0.1628,0.1628,0.1578,554.3009824,3467.182,0.1583,0.1599,1755694241334,0.16
MANA-USD,SPOT,MANA,USD,,,,,,,1744266900000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2919,137.033231,0.2806,359.725115,0.2782,898.634076,0.2919,0.2919,0.2919,0,0,0.2919,0.2919,1755694230406,2.92
MASK-USD,SPOT,MASK,USD,,,,,,,1744267200000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,1.235,93.019618,1.236,242.718446,1.231,243.704305,1.247,1.247,1.235,114.87922823,93.019618,1.235,1.235,1755694245209,1.24
ME-USD,SPOT,ME,USD,,,,,,,1737974400000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.7141,398.684,0.6835,438.916,0.6805,440.851,0.7141,0.7141,0.7141,0,0,0.7141,0.7141,1755694242010,0.71
MEME-USD,SPOT,MEME,USD,,,,,,,1738921500000,,0.000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.002358,48644.1,0.002388,125628.1,0.002373,126422.2,0.002002,0.002378,0.001977,11387.3720802,5071875.5,0.002193,0.002038,1755694245509,0.24
MEMEFI-USD,SPOT,MEMEFI,USD,,,,,,,1742451000000,,0.0000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0017742,112783.9,0.0018034,166352.4,0.0017955,167084.3,0.0018372,0.0020227,0.0017342,17425.99541598,9345752.2,0.001777,0.0019503,1755694245021,0.18
MENGO-USD,SPOT,MENGO,USD,,,,,,,1740031200000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.12782,510.1275,0.12867,2331.5457,0.12705,2361.275,0.13412,0.13412,0.12655,1947.404363513,15254.6541,0.12655,0.13034,1755694245510,1.28
MERL-USD,SPOT,MERL,USD,,,,,,,1737973800000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.11139,5187.493,0.11164,2687.208,0.11104,2701.728,0.11332,0.11332,0.10691,2687.61596318,24093.995,0.10843,0.11136,1755694245616,1.11
METIS-USD,SPOT,METIS,USD,,,,,,,1742451300000,,0.01,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,16.57,0.028667,16.69,17.974835,16.59,18.083182,17.43,17.43,16.4,136.15174748,7.958428,16.45,17.15,1755694245022,0.17
MEW-USD,SPOT,MEW,USD,,,,,,,1737974100000,,0.000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.002893,1000,0.002888,103878,0.002875,104347,0.002893,0.002893,0.002893,0,0,0.002893,0.002893,1755694243610,2.89
MINA-USD,SPOT,MINA,USD,,,,,,,1744267500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1813,410.950354,0.1826,1642.935377,0.1822,5488.474204,0.1958,0.1958,0.1813,1074.50529917,5878.418916,0.1829,0.1829,1755694245226,0.18
MKR-USD,SPOT,MKR,USD,,,,,,,1736910600000,,0.1,0.00000001,0.001,,9999999999,1000000,9999999999.0000000000000000,9999999999.0000000000000000,9999999999.0000000000000000,1000000,1636,0.035173,1641.6,0.18274853,1635.8,0.1833965,1734.7,1734.7,1628.8,4550.295754813,2.74204928,1684,1663.6,1755694245719,1.64
MLN-USD,SPOT,MLN,USD,,,,,,,1741846200000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,9.123,1.297118,9.038,33.193184,8.938,33.564555,8.572,9.208,8.572,750.079803038,84.776923,8.881,9.208,1755694245813,0.91
MOODENG-USD,SPOT,MOODENG,USD,,,,,,,1743663000000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.14662,1401.09,0.14843,6737.18,0.14799,2027.16,0.14851,0.14851,0.1454,546.8194788,3745.69,0.147,0.1454,1755694243609,1.47
MORPHO-USD,SPOT,MORPHO,USD,,,,,,,1743663300000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,2.0957,77.65,2.1163,141.756,2.1081,142.308,1.9901,2.0961,1.9901,1199.996125,581.97,2.0961,2.0065,1755694245619,2.10
MOVR-USD,SPOT,MOVR,USD,,,,,,,1743056400000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,6.374,9.061614,6.406,202.934747,6.357,157.306905,6.587,6.587,6.277,1584.298852151,247.794267,6.397,6.379,1755694245019,0.64
MOVE-USD,SPOT,MOVE,USD,,,,,,,1743663600000,,0.00001,0.1,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.12642,229.4,0.12749,2353.1,0.12695,2363.1,0.12943,0.12943,0.12642,963.722372,7591.4,0.12678,0.12734,1755694230309,1.26
NAVX-USD,SPOT,NAVX,USD,,,,,,,1743046200000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.03819,696.03,0.03817,7859.57,0.03788,7919.74,0.0401,0.0401,0.03819,538.4920335,13807.39,0.03819,0.03847,1755694241619,0.38
NC-USD,SPOT,NC,USD,,,,,,,1740033300000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.01919,676.33,0.01946,15416.23,0.01926,15576.32,0.01906,0.01948,0.01906,685.3675073,35417.13,0.01923,0.01948,1755694217015,0.19
