instId,instType,baseCcy,quoteCcy,settleCcy,ctVal,ctMult,ctValCcy,optType,stk,listTime,expTime,tickSz,lotSz,minSz,maxSz,maxLmtSz,maxMktSz,maxTwapSz,maxIcebergSz,maxTriggerSz,maxStopSz,last,lastSz,askPx,askSz,bidPx,bidSz,open24h,high24h,low24h,volCcy24h,vol24h,sodUtc0,sodUtc8,ts,minOrderSize,maxOrderSize,minOrderValue,maxOrderValue
API3-USDT-SWAP,SWAP,,,USDT,1,1,API3,,,1646297716213,,0.0001,1,1,,100000000,14000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,14000,1.3477,5,1.3479,28,1.3477,364,1.4899,1.56,1.2363,378472841,378472841,1.3636,1.3492,1755693510969,,,,
PI-USDT-SWAP,SWAP,,,USDT,1,1,PI,,,1740042000388,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.3502,220,0.3502,14268,0.3501,17,0.3566,0.3576,0.3411,80287631,80287631,0.3433,0.3519,1755693510315,,,,
1INCH-USDT-SWAP,SWAP,,,USDT,1,1,1INCH,,,1608863400000,,0.0001,1,1,,100000000,130000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,130000,0.2479,169,0.2479,1713,0.2478,1382,0.2481,0.2515,0.2407,28263723,28263723,0.241,0.245,1755693510631,,,,
A-USDT-SWAP,SWAP,,,USDT,10,1,A,,,1748514600412,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.4923,4,0.4922,214,0.4921,6,0.4973,0.5008,0.4792,12955850,1295585,0.4834,0.4912,1755693509609,,,,
AAVE-USDT-SWAP,SWAP,,,USDT,0.1,1,AAVE,,,1607580000000,,0.01,0.1,0.1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,287.28,0.1,287.27,20,287.26,84.8,286.28,292.17,275.62,304480.21,3044802.1,277.25,280.47,1755693511019,,,,
ACE-USDT-SWAP,SWAP,,,USDT,1,1,ACE,,,1702884300614,,0.0001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.5349,2,0.5348,9,0.5347,20,0.5493,0.553,0.5152,1573791,1573791,0.5173,0.5366,1755693510434,,,,
ACH-USDT-SWAP,SWAP,,,USDT,100,1,ACH,,,1708590301084,,0.00001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.02041,2,0.02041,592,0.0204,42,0.02098,0.02108,0.01978,193180300,1931803,0.01988,0.02044,1755693510811,,,,
ACT-USDT-SWAP,SWAP,,,USDT,1,1,ACT,,,1731582000644,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.03915,2,0.03914,11651,0.03913,44809,0.03997,0.04036,0.03773,192345568,192345568,0.03807,0.0391,1755693510519,,,,
ADA-USDT-SWAP,SWAP,,,USDT,100,1,ADA,,,1582888608000,,0.0001,0.1,0.1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.8587,0.4,0.8588,6.5,0.8587,255.3,0.9297,0.9319,0.8364,560305350,5603053.5,0.8459,0.8703,1755693511018,,,,
AERO-USDT-SWAP,SWAP,,,USDT,10,1,AERO,,,1751523300260,,0.0001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,1.307,1,1.3071,26,1.3068,32,1.2867,1.3427,1.2057,18397500,1839750,1.2159,1.2364,1755693511018,,,,
AEVO-USDT-SWAP,SWAP,,,USDT,1,1,AEVO,,,1710325520298,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.09482,241,0.09481,240,0.09477,413,0.09774,0.09812,0.09083,26831878,26831878,0.09133,0.09471,1755693511019,,,,
AGLD-USDT-SWAP,SWAP,,,USDT,1,1,AGLD,,,1631008650016,,0.0001,1,1,,100000000,54000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,54000,0.6856,1,0.6855,7,0.6853,89,0.7067,0.71,0.6658,1903182,1903182,0.6708,0.69,1755693510715,,,,
AI16Z-USDT-SWAP,SWAP,,,USDT,1,1,AI16Z,,,1734686100190,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.1179,2,0.118,122611,0.1178,153303,0.1227,0.1237,0.1125,151004216,151004216,0.1138,0.1182,1755693511103,,,,
AIXBT-USDT-SWAP,SWAP,,,USDT,10,1,AIXBT,,,1735887600188,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.10839,85,0.10839,374,0.10838,258,0.11422,0.11545,0.10553,88598170,8859817,0.1071,0.11084,1755693511019,,,,
ALCH-USDT-SWAP,SWAP,,,USDT,10,1,ALCH,,,1735888500097,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.14193,2,0.14192,85,0.14189,47,0.14481,0.14576,0.13846,10018430,1001843,0.14132,0.14287,1755693510716,,,,
ALGO-USDT-SWAP,SWAP,,,USDT,10,1,ALGO,,,1587463971000,,0.0001,1,1,,100000000,55000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,55000,0.2429,2,0.2429,97,0.2428,1552,0.2492,0.2518,0.2364,45420090,4542009,0.2378,0.2421,1755693511018,,,,
ANIME-USDT-SWAP,SWAP,,,USDT,10,1,ANIME,,,1737644401356,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.01645,3,0.01645,46102,0.01644,47379,0.017,0.01709,0.01599,401961170,40196117,0.01607,0.01653,1755693511006,,,,
APE-USDT-SWAP,SWAP,,,USDT,0.1,1,APE,,,1647522059555,,0.0001,1,1,,100000000,420000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,420000,0.598,2,0.5981,1891,0.598,1420,0.6213,0.6238,0.5857,14566593.8,145665938,0.5871,0.6098,1755693511018,,,,
APT-USDT-SWAP,SWAP,,,USDT,1,1,APT,,,1666142328522,,0.001,1,1,,100000000,55000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,55000,4.356,2,4.356,42,4.355,3525,4.468,4.474,4.267,6384720,6384720,4.296,4.35,1755693510909,,,,
AR-USDT-SWAP,SWAP,,,USDT,0.1,1,AR,,,1676357700186,,0.001,1,1,,100000000,90000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,90000,6.824,25,6.824,284,6.823,889,6.961,7.014,6.604,1569513,15695130,6.67,6.812,1755693511109,,,,
ARB-USDT-SWAP,SWAP,,,USDT,10,1,ARB,,,1679580094937,,0.0001,0.1,0.1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.4861,50.7,0.4861,0.2,0.486,1781.4,0.5025,0.5077,0.4713,191617445,19161744.5,0.4727,0.4902,1755693511006,,,,
ARC-USDT-SWAP,SWAP,,,USDT,10,1,ARC,,,1737716401522,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.01997,820,0.01998,4041,0.01997,1330,0.02066,0.02075,0.01912,151650630,15165063,0.01931,0.02013,1755693510920,,,,
ARKM-USDT-SWAP,SWAP,,,USDT,1,1,ARKM,,,1732177800122,,0.0001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.5082,77,0.5082,783,0.5081,10,0.5235,0.5281,0.492,9130506,9130506,0.4974,0.5085,1755693509610,,,,
ATH-USDT-SWAP,SWAP,,,USDT,100,1,ATH,,,1718250900308,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.03269,3,0.03267,2,0.03265,154,0.0327,0.03316,0.03131,81156300,811563,0.03146,0.0319,1755693510308,,,,
ATOM-USDT-SWAP,SWAP,,,USDT,1,1,ATOM,,,1573557408000,,0.001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,4.37,2,4.37,1016,4.369,371,4.413,4.439,4.262,2522880,2522880,4.286,4.335,1755693511013,,,,
AUCTION-USDT-SWAP,SWAP,,,USDT,0.1,1,AUCTION,,,1701417300613,,0.001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,9.624,2,9.624,81,9.623,23,9.894,9.935,9.415,341168.4,3411684,9.505,9.753,1755693511019,,,,
AVAX-USDT-SWAP,SWAP,,,USDT,1,1,AVAX,,,1600840800000,,0.001,0.1,0.1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,22.894,0.2,22.895,0.1,22.894,470.6,23.201,23.471,22.219,3357068.5,3357068.5,22.347,22.772,1755693511006,,,,
AVAAI-USDT-SWAP,SWAP,,,USDT,10,1,AVAAI,,,1737975602080,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.02883,209,0.02883,270,0.02882,529,0.02958,0.02994,0.02763,137012260,13701226,0.02794,0.02894,1755693511020,,,,
AXS-USDT-SWAP,SWAP,,,USDT,0.1,1,AXS,,,1627462800000,,0.001,1,1,,100000000,150000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,150000,2.27,2,2.271,4378,2.27,4979,2.302,2.317,2.203,1505306.9,15053069,2.215,2.256,1755693511018,,,,
BABY-USDT-SWAP,SWAP,,,USDT,10,1,BABY,,,1744282800387,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.05134,10,0.05135,363,0.05133,590,0.05295,0.0534,0.05001,108175820,10817582,0.05015,0.05173,1755693509809,,,,
BAND-USDT-SWAP,SWAP,,,USDT,1,1,BAND,,,1599473571000,,0.0001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.7643,3,0.7646,1216,0.7643,140,0.7547,0.8197,0.6792,20275947,20275947,0.6847,0.722,1755693510519,,,,
BAT-USDT-SWAP,SWAP,,,USDT,10,1,BAT,,,1598609571000,,0.0001,1,1,,100000000,23000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,23000,0.1496,108,0.1497,1498,0.1496,617,0.1538,0.1546,0.1461,22880990,2288099,0.1471,0.1505,1755693511020,,,,
BCH-USDT-SWAP,SWAP,,,USDT,0.1,1,BCH,,,1573557408000,,0.1,0.1,0.1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,551.4,0.9,551.5,29.9,551.4,195.5,567.4,567.7,545.2,87341.06,873410.6,548,554.9,1755693511019,,,,
BERA-USDT-SWAP,SWAP,,,USDT,0.1,1,BERA,,,1738850401850,,0.001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,2.141,2,2.141,179,2.14,10724,2.281,2.283,2.112,9073715.7,90737157,2.135,2.177,1755693510919,,,,
BICO-USDT-SWAP,SWAP,,,USDT,1,1,BICO,,,1639032617371,,0.00001,1,1,,100000000,33000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,33000,0.10579,190,0.1058,1,0.10577,1435,0.10962,0.10984,0.10122,13456376,13456376,0.10167,0.10565,1755693511006,,,,
BIGTIME-USDT-SWAP,SWAP,,,USDT,10,1,BIGTIME,,,1697115300862,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.05401,6,0.05401,308,0.05399,680,0.05574,0.05621,0.05263,49005280,4900528,0.05307,0.05453,1755693511005,,,,
BIO-USDT-SWAP,SWAP,,,USDT,1,1,BIO,,,1735901100474,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.16358,36,0.16362,3958,0.16358,22810,0.14029,0.16586,0.1208,1727569534,1727569534,0.12353,0.13425,1755693511006,,,,
BLUR-USDT-SWAP,SWAP,,,USDT,10,1,BLUR,,,1676429700181,,0.00001,1,1,,100000000,25000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,25000,0.07705,38,0.07706,29,0.07703,835,0.07841,0.07905,0.07474,48884680,4888468,0.07525,0.07682,1755693511019,,,,
BNB-USDT-SWAP,SWAP,,,USDT,0.01,1,BNB,,,1671778428049,,0.1,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,832.4,2,832.4,2773,832.3,2501,844.1,847.4,817.8,179312.15,17931215,823.6,831.5,1755693510913,,,,
BNT-USDT-SWAP,SWAP,,,USDT,10,1,BNT,,,1608620400000,,0.0001,1,1,,100000000,4400,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,4400,0.7656,2,0.7659,2,0.7654,9,0.7797,0.7854,0.7413,1361410,136141,0.7448,0.7606,1755693510618,,,,
BOME-USDT-SWAP,SWAP,,,USDT,1000,1,BOME,,,1723717202042,,0.000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.001763,11,0.001764,70,0.001763,3782,0.001793,0.001814,0.001697,5060934000,5060934,0.001713,0.001758,1755693511018,,,,
BONK-USDT-SWAP,SWAP,,,USDT,100000,1,BONK,,,1704695217299,,0.000000001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.000021525,376,0.000021527,4,0.000021526,1129,0.000022482,0.000022658,0.000021227,1914010000000,19140100,0.000021446,0.000021846,1755693511017,,,,
BRETT-USDT-SWAP,SWAP,,,USDT,100,1,BRETT,,,1725617701730,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.04986,1,0.04987,7,0.04985,6,0.05187,0.05234,0.0484,43171000,431710,0.0488,0.05004,1755693511020,,,,
CAT-USDT-SWAP,SWAP,,,USDT,100000,1,CAT,,,1725618600681,,0.000000001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.000007657,28,0.000007655,119,0.000007653,38,0.000007879,0.000007945,0.000007436,622040000000,6220400,0.000007466,0.000007683,1755693510610,,,,
CATI-USDT-SWAP,SWAP,,,USDT,1,1,CATI,,,1726828200112,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.08747,261,0.08743,3518,0.08741,161,0.08889,0.08962,0.08428,49417431,49417431,0.08488,0.08681,1755693511014,,,,
CELO-USDT-SWAP,SWAP,,,USDT,1,1,CELO,,,1632477785202,,0.0001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.3182,6,0.3182,1839,0.3181,1712,0.3238,0.3257,0.3079,12381966,12381966,0.3094,0.3161,1755693511019,,,,
CETUS-USDT-SWAP,SWAP,,,USDT,10,1,CETUS,,,1683716471697,,0.00001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.09541,8,0.09542,157,0.09539,51,0.10073,0.10145,0.09337,32625190,3262519,0.09362,0.09775,1755693511014,,,,
CFX-USDT-SWAP,SWAP,,,USDT,10,1,CFX,,,1615539600000,,0.00001,1,1,,100000000,120000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,120000,0.17388,2,0.17388,452,0.17386,294,0.1729,0.1998,0.16408,727757070,72775707,0.16482,0.1708,1755693510910,,,,
CHZ-USDT-SWAP,SWAP,,,USDT,10,1,CHZ,,,1615539600000,,0.00001,1,1,,100000000,70000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,70000,0.03947,132,0.03947,2276,0.03946,85,0.04005,0.04035,0.03847,120764290,12076429,0.03869,0.03901,1755693510514,,,,
COMP-USDT-SWAP,SWAP,,,USDT,0.1,1,COMP,,,1587463971000,,0.01,1,1,,100000000,14000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,14000,45.9,2,45.9,112,45.89,52,46.57,46.75,44.52,142020.9,1420209,44.65,45.53,1755693511018,,,,
COOKIE-USDT-SWAP,SWAP,,,USDT,10,1,COOKIE,,,1737718200560,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.13251,2,0.13253,15,0.13252,59,0.13934,0.14045,0.12813,33406220,3340622,0.12908,0.13463,1755693510451,,,,
CORE-USDT-SWAP,SWAP,,,USDT,1,1,CORE,,,1675864514708,,0.0001,1,1,,100000000,40000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,40000,0.4764,8,0.4765,5261,0.4764,109,0.4781,0.4815,0.4578,10517929,10517929,0.4608,0.4731,1755693511019,,,,
CRO-USDT-SWAP,SWAP,,,USDT,10,1,CRO,,,1617872400000,,0.00001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.14367,2,0.14365,34,0.14361,192,0.14501,0.14653,0.1354,37485200,3748520,0.13605,0.14164,1755693511014,,,,
CRV-USDT-SWAP,SWAP,,,USDT,1,1,CRV,,,1599214371000,,0.0001,1,1,,100000000,150000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,150000,0.8501,50,0.8501,3,0.85,1083,0.8786,0.8858,0.8178,133383649,133383649,0.8205,0.8602,1755693511005,,,,
CTC-USDT-SWAP,SWAP,,,USDT,10,1,CTC,,,1702540523695,,0.0001,1,1,,100000000,3000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,3000,0.7298,9,0.7296,62,0.7293,1,0.7434,0.764,0.7254,15121660,1512166,0.7525,0.7395,1755693511015,,,,
CVC-USDT-SWAP,SWAP,,,USDT,100,1,CVC,,,1607580000000,,0.00001,1,1,,100000000,3000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,3000,0.09111,1,0.09113,14,0.09109,2,0.09235,0.0927,0.08851,9489500,94895,0.08912,0.09089,1755693508708,,,,
CVX-USDT-SWAP,SWAP,,,USDT,1,1,CVX,,,1719303900750,,0.001,1,1,,100000000,4000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,4000,3.885,12,3.885,53,3.883,16,4.015,4.055,3.737,532369,532369,3.747,3.924,1755693510514,,,,
DEGEN-USDT-SWAP,SWAP,,,USDT,100,1,DEGEN,,,1732176000192,,0.000001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.003501,226,0.003504,176,0.003502,27,0.003605,0.003646,0.003371,249326600,2493266,0.003396,0.003512,1755693507013,,,,
DGB-USDT-SWAP,SWAP,,,USDT,100,1,DGB,,,1709281500656,,0.000001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.008459,6,0.008464,10,0.008458,25,0.008574,0.008656,0.008235,34229300,342293,0.008287,0.008455,1755693511005,,,,
DOGS-USDT-SWAP,SWAP,,,USDT,1000,1,DOGS,,,1724675400737,,0.0000001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.0001282,2,0.0001282,1980,0.0001281,18360,0.0001319,0.0001328,0.0001238,17208564000,17208564,0.0001248,0.0001285,1755693511015,,,,
DOG-USDT-SWAP,SWAP,,,USDT,1000,1,DOG,,,1731996004461,,0.000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.002725,4,0.002725,141,0.002722,86,0.002901,0.002919,0.002626,851940000,851940,0.002657,0.002787,1755693507905,,,,
DOOD-USDT-SWAP,SWAP,,,USDT,1000,1,DOOD,,,1747051200521,,0.000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.003085,4,0.003086,50,0.003083,81,0.003207,0.003232,0.002998,335545000,335545,0.003026,0.003175,1755693511017,,,,
DOT-USDT-SWAP,SWAP,,,USDT,1,1,DOT,,,1598350371000,,0.001,1,1,,100000000,70000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,70000,3.787,70,3.787,1531,3.786,6898,3.865,3.906,3.692,15309254,15309254,3.716,3.771,1755693511006,,,,
DUCK-USDT-SWAP,SWAP,,,USDT,100,1,DUCK,,,1737025200797,,0.000001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.005475,12,0.005477,2,0.005475,1355,0.005418,0.005661,0.005275,1925503500,19255035,0.005381,0.005431,1755693510618,,,,
DYDX-USDT-SWAP,SWAP,,,USDT,1,1,DYDX,,,1631117510421,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.6441,1,0.6441,15,0.644,1724,0.6504,0.6622,0.6222,46281458,46281458,0.6258,0.6486,1755693511005,,,,
EGLD-USDT-SWAP,SWAP,,,USDT,0.1,1,EGLD,,,1608620400000,,0.01,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,14.69,2,14.69,14,14.68,4885,14.9,15.02,14.23,130049.8,1300498,14.35,14.62,1755693510919,,,,
EIGEN-USDT-SWAP,SWAP,,,USDT,1,1,EIGEN,,,1727764200682,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,1.3052,153,1.3052,152,1.305,190,1.3166,1.3419,1.251,20128644,20128644,1.2551,1.2916,1755693511018,,,,
ENJ-USDT-SWAP,SWAP,,,USDT,10,1,ENJ,,,1709288701407,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.06793,19,0.06794,476,0.0679,484,0.06858,0.06927,0.06545,17061540,1706154,0.06565,0.06721,1755693511018,,,,
ENS-USDT-SWAP,SWAP,,,USDT,0.1,1,ENS,,,1636623946265,,0.001,1,1,,100000000,60000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,60000,24.526,4,24.531,14,24.53,196,25.263,25.392,23.96,596696.6,5966966,24.077,24.688,1755693511014,,,,
ETC-USDT-SWAP,SWAP,,,USDT,10,1,ETC,,,1573557408000,,0.01,0.01,0.01,,100000000,2000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,2000,20.87,0.01,20.87,1.18,20.86,363.65,21.42,21.54,20.4,1955177.9,195517.79,20.5,21.02,1755693511106,,,,
ETHW-USDT-SWAP,SWAP,,,USDT,0.1,1,ETHW,,,1663311331635,,0.001,1,1,,100000000,150000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,150000,1.565,2,1.566,5706,1.565,329,1.596,1.607,1.517,703470.4,7034704,1.526,1.557,1755693510814,,,,
ETHFI-USDT-SWAP,SWAP,,,USDT,1,1,ETHFI,,,1710764700945,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,1.0725,32,1.0725,589,1.0724,479,1.1059,1.1191,1.0453,46175767,46175767,1.0483,1.0682,1755693511005,,,,
FARTCOIN-USDT-SWAP,SWAP,,,USDT,1,1,FARTCOIN,,,1734685200393,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.8844,2,0.8845,779,0.8843,1083,0.9315,0.9375,0.8504,108226045,108226045,0.853,0.8781,1755693511090,,,,
FIL-USDT-SWAP,SWAP,,,USDT,0.1,1,FIL,,,1565431971000,,0.001,1,1,,100000000,600000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,600000,2.395,2,2.395,72508,2.394,177033,2.444,2.457,2.346,23412759.5,234127595,2.358,2.391,1755693511005,,,,
FLM-USDT-SWAP,SWAP,,,USDT,10,1,FLM,,,1601359200000,,0.00001,1,1,,100000000,18000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,18000,0.03042,412,0.03043,164,0.03042,158,0.03104,0.03114,0.02869,142324660,14232466,0.02925,0.03016,1755693510104,,,,
FLOKI-USDT-SWAP,SWAP,,,USDT,100000,1,FLOKI,,,1676876100607,,0.00000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.00010024,2,0.00010025,3,0.00010023,98,0.0001026,0.00010363,0.00009707,154114000000,1541140,0.00009817,0.00010018,1755693511019,,,,
FLOW-USDT-SWAP,SWAP,,,USDT,10,1,FLOW,,,1699350900756,,0.0001,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,0.3721,2,0.3721,347,0.372,144,0.3822,0.3837,0.3627,14330600,1433060,0.3654,0.3724,1755693509611,,,,
FXS-USDT-SWAP,SWAP,,,USDT,1,1,FXS,,,1705046100655,,0.001,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,2.779,1,2.78,178,2.778,40,2.717,2.87,2.607,1107673,1107673,2.666,2.667,1755693509515,,,,
GALA-USDT-SWAP,SWAP,,,USDT,10,1,GALA,,,1632477789599,,0.00001,1,1,,100000000,800000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,800000,0.01615,2,0.01615,126274,0.01614,56557,0.01661,0.01673,0.01565,891277060,89127706,0.01573,0.01616,1755693510313,,,,
GAS-USDT-SWAP,SWAP,,,USDT,1,1,GAS,,,1698141300695,,0.001,1,1,,100000000,6000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,6000,3.29,13,3.289,321,3.288,2,3.295,3.352,3.137,1641143,1641143,3.223,3.23,1755693510010,,,,
GLM-USDT-SWAP,SWAP,,,USDT,10,1,GLM,,,1715329501418,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.2427,5,0.2427,194,0.2425,322,0.2575,0.2579,0.24,7073350,707335,0.2421,0.2514,1755693510312,,,,
GMT-USDT-SWAP,SWAP,,,USDT,1,1,GMT,,,1648803369890,,0.00001,1,1,,100000000,250000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,250000,0.04152,8,0.04153,6632,0.04152,11421,0.04268,0.04292,0.04026,99469375,99469375,0.04073,0.0418,1755693511019,,,,
GMX-USDT-SWAP,SWAP,,,USDT,0.1,1,GMX,,,1675321542847,,0.01,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,14.92,72,14.92,348,14.91,687,15.11,15.22,14.32,227434.8,2274348,14.5,14.76,1755693511015,,,,
GOAT-USDT-SWAP,SWAP,,,USDT,10,1,GOAT,,,1729760401829,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.08872,2,0.08872,2,0.0887,117,0.09046,0.09119,0.08566,54940490,5494049,0.08718,0.08809,1755693511013,,,,
GODS-USDT-SWAP,SWAP,,,USDT,1,1,GODS,,,1636113037912,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.1259,2,0.12589,541,0.12586,74,0.12312,0.12701,0.11953,13843298,13843298,0.12153,0.12181,1755693509515,,,,
GPS-USDT-SWAP,SWAP,,,USDT,10,1,GPS,,,1741089600468,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.01289,102,0.01289,3,0.01288,8905,0.01371,0.01385,0.01263,127146990,12714699,0.01289,0.01328,1755693511019,,,,
