instId,instType,baseCcy,quoteCcy,settleCcy,ctVal,ctMult,ctValCcy,optType,stk,listTime,expTime,tickSz,lotSz,minSz,maxSz,maxLmtSz,maxMktSz,maxTwapSz,maxIcebergSz,maxTriggerSz,maxStopSz,last,lastSz,askPx,askSz,bidPx,bidSz,open24h,high24h,low24h,volCcy24h,vol24h,sodUtc0,sodUtc8,ts,minOrderSize,maxOrderSize,minOrderValue,maxOrderValue
KMNO-USD,SPOT,KMNO,USD,,,,,,,1750249800000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.05703,3030,0.05685,5277,0.05663,5297.5,0.05951,0.05951,0.05703,172.8009,3030,0.05703,0.05703,1755693505714,,,,
KNC-USD,SPOT,KNC,USD,,,,,,,1743055800000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3929,10.080354,0.3906,768.049155,0.3887,771.803447,0.3929,0.3929,0.3929,0,0,0.3929,0.3929,1755693483525,,,,
KSM-USD,SPOT,KSM,USD,,,,,,,1743056100000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,13.95,0.105484,14.29,20.993701,14.22,21.097046,14.4,14.47,13.95,60.62947965,4.214273,13.95,13.95,1755693507206,,,,
LAT-USD,SPOT,LAT,USD,,,,,,,1742369400000,,0.000001,0.000001,100,,999999999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,999999,0.003188,5410.660827,0.003208,93516.209476,0.003179,94369.298521,0.003265,0.003268,0.003156,811.101946230103,251809.835602,0.003156,0.003212,1755693480010,,,,
LAYER-USD,SPOT,LAYER,USD,,,,,,,1745582400000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.557,23.373,0.5572,538.405,0.5552,540.345,0.5653,0.5653,0.557,367.1437791,658.469,0.557,0.5577,1755693507013,,,,
LDO-USD,SPOT,LDO,USD,,,,,,,1743662400000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.3317,1.1029,1.3331,225.0393,1.3273,226.0226,1.2916,1.3479,1.2689,2954.61847954,2302.44,1.345,1.2747,1755693510017,,,,
LEO-USD,SPOT,LEO,USD,,,,,,,1741849800000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,9.591,7.410969,9.663,31.046258,9.598,31.256511,9.545,9.591,9.545,81.701233399,8.519803,9.58,9.58,1755693510809,,,,
LINK-USD,SPOT,LINK,USD,,,,,,,1736910000000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,25.068,0.000083,25.064,1.988424,25.058,0.798293,24.499,25.2,23.396,54475.045517498,2208.030463,23.666,24.372,1755693511006,,,,
LOOKS-USD,SPOT,LOOKS,USD,,,,,,,1742369700000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01815,2772.434948,0.01933,15519.917227,0.01917,15649.452269,0.01888,0.01888,0.01815,120.18106296735,6621.546169,0.01815,0.01815,1755693484616,,,,
LPT-USD,SPOT,LPT,USD,,,,,,,1744266300000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,6.161,50.558371,6.266,47.877433,6.239,208.366724,6.3,6.3,6.1,657.028755527,106.688055,6.161,6.1,1755693507915,,,,
LQTY-USD,SPOT,LQTY,USD,,,,,,,1744266600000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.9042,331.1132,0.8804,159.7995,0.8753,342.7396,0.9042,0.9042,0.9042,0,0,0.9042,0.9042,1755693510514,,,,
LRC-USD,SPOT,LRC,USD,,,,,,,1743662700000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.08778,1275.85928,0.08769,3421.142661,0.08726,3438.001375,0.09437,0.09437,0.08778,967.75312932588,10735.53523,0.08886,0.08886,1755693510919,,,,
LSK-USD,SPOT,LSK,USD,,,,,,,1742796300000,,0.0001,0.00000001,1,,9999999999,999999,9999999999.0000000000000000,9999999999.0000000000000000,9999999999.0000000000000000,999999,0.394,243.09951887,0.3849,779.42322681,0.3776,794.49152542,0.394,0.394,0.394,0,0,0.394,0.394,1755693508310,,,,
LTC-USD,SPOT,LTC,USD,,,,,,,1736910300000,,0.01,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,114.87,0.01737,114.82,0.370586,114.79,0.45771,115.8,116.6,112.39,265756.23190794,2331.589282,112.91,114,1755693510814,,,,
LUNA-USD,SPOT,LUNA,USD,,,,,,,1742796900000,,0.0001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.1516,438.1359,0.1538,1950.5851,0.153,1960.7843,0.1539,0.1539,0.1498,239.34518574,1583.0565,0.1516,0.1498,1755693506915,,,,
LUNC-USD,SPOT,LUNC,USD,,,,,,,1754460300000,,0.00000001,1,10000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.00005888,3125799,0.00005879,8504847,0.00005845,8554319,0.00005814,0.00005888,0.00005814,240.02270252,4078414,0.00005876,0.00005876,1755693507014,,,,
MAGIC-USD,SPOT,MAGIC,USD,,,,,,,1742450400000,,0.00001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.22825,4381.161007,0.23168,4316.298342,0.23072,1300.277392,0.23158,0.23158,0.22399,1604.51678141322,7033.477492,0.22455,0.22716,1755693509717,,,,
MAJOR-USD,SPOT,MAJOR,USD,,,,,,,1742450700000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.1583,263.118,0.1578,1901.14,0.1569,1912.045,0.1628,0.1628,0.1578,554.3009824,3467.182,0.1583,0.1599,1755693486220,,,,
MANA-USD,SPOT,MANA,USD,,,,,,,1744266900000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2919,137.033231,0.2805,891.265597,0.2775,900.9009,0.2919,0.2919,0.2919,0,0,0.2919,0.2919,1755693508003,,,,
MASK-USD,SPOT,MASK,USD,,,,,,,1744267200000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,1.235,93.019618,1.238,242.326332,1.232,243.506493,1.247,1.247,1.235,114.87922823,93.019618,1.235,1.235,1755693507920,,,,
ME-USD,SPOT,ME,USD,,,,,,,1737974400000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.7141,398.684,0.6828,131.01,0.6794,441.565,0.7141,0.7141,0.7141,0,0,0.7141,0.7141,1755693508910,,,,
MEME-USD,SPOT,MEME,USD,,,,,,,1738921500000,,0.000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.002358,48644.1,0.00238,126050.4,0.002364,126903.5,0.002002,0.002378,0.001977,11387.3720802,5071875.5,0.002193,0.002038,1755693510327,,,,
MEMEFI-USD,SPOT,MEMEFI,USD,,,,,,,1742451000000,,0.0000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0017742,112783.9,0.0017959,167047.1,0.0017856,168010.7,0.0018164,0.0020227,0.0017342,17815.3764007,9558104.7,0.001777,0.0019503,1755693510219,,,,
MENGO-USD,SPOT,MENGO,USD,,,,,,,1740031200000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.12782,510.1275,0.12851,2334.4486,0.12687,2364.6252,0.13412,0.13412,0.12655,1947.404363513,15254.6541,0.12655,0.13034,1755693510618,,,,
MERL-USD,SPOT,MERL,USD,,,,,,,1737973800000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.11139,5187.493,0.11218,2674.273,0.11162,8958.967,0.11332,0.11332,0.10691,2687.61596318,24093.995,0.10843,0.11136,1755693508219,,,,
METIS-USD,SPOT,METIS,USD,,,,,,,1742451300000,,0.01,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,16.57,0.028667,16.7,17.964071,16.59,18.083182,17.54,17.54,16.4,137.15331538,8.015808,16.45,17.15,1755693506527,,,,
MEW-USD,SPOT,MEW,USD,,,,,,,1737974100000,,0.000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.002893,1000,0.002883,104058,0.002869,104566,0.002893,0.002893,0.002893,0,0,0.002893,0.002893,1755693508611,,,,
MINA-USD,SPOT,MINA,USD,,,,,,,1744267500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1813,410.950354,0.1825,1643.835616,0.1817,5503.577325,0.1958,0.1958,0.1813,1074.50529917,5878.418916,0.1829,0.1829,1755693506745,,,,
MKR-USD,SPOT,MKR,USD,,,,,,,1736910600000,,0.1,0.00000001,0.001,,9999999999,1000000,9999999999.0000000000000000,9999999999.0000000000000000,9999999999.0000000000000000,1000000,1636,0.035173,1640.3,0.18289337,1633,0.18371096,1734.7,1734.7,1628.8,4550.295754813,2.74204928,1684,1663.6,1755693507014,,,,
MLN-USD,SPOT,MLN,USD,,,,,,,1741846200000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,9.123,1.297118,8.873,33.810436,8.782,34.160783,8.572,9.208,8.572,750.079803038,84.776923,8.881,9.208,1755693510716,,,,
MOODENG-USD,SPOT,MOODENG,USD,,,,,,,1743663000000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.14662,1401.09,0.14821,6747.18,0.14777,2030.18,0.14851,0.14851,0.1454,546.8194788,3745.69,0.147,0.1454,1755693508722,,,,
MORPHO-USD,SPOT,MORPHO,USD,,,,,,,1743663300000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,2.0957,77.65,2.1068,142.395,2.0984,142.966,1.9901,2.0961,1.9901,1199.996125,581.97,2.0961,2.0065,1755693510211,,,,
MOVR-USD,SPOT,MOVR,USD,,,,,,,1743056400000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,6.394,13.888889,6.418,46.743533,6.377,156.813548,6.587,6.587,6.277,1526.540124515,238.732653,6.397,6.379,1755693510416,,,,
MOVE-USD,SPOT,MOVE,USD,,,,,,,1743663600000,,0.00001,0.1,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.12642,229.4,0.12739,2354.9,0.12684,2365.1,0.12943,0.12943,0.12642,963.722372,7591.4,0.12678,0.12734,1755693508712,,,,
NAVX-USD,SPOT,NAVX,USD,,,,,,,1743046200000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.03819,696.03,0.03817,7859.57,0.03788,7919.74,0.0401,0.0401,0.03819,538.4920335,13807.39,0.03819,0.03847,1755693501010,,,,
NC-USD,SPOT,NC,USD,,,,,,,1740033300000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.01919,676.33,0.01947,15408.32,0.01925,15584.41,0.01906,0.01948,0.01906,685.3675073,35417.13,0.01923,0.01948,1755693486510,,,,
NEAR-USD,SPOT,NEAR,USD,,,,,,,1743663900000,,0.001,0.00000001,1,,9999999999,1000000,9999999999.0000000000000000,9999999999.0000000000000000,9999999999.0000000000000000,1000000,2.464,92.40884675,2.469,12.825,2.468,215.41819286,2.53,2.543,2.421,8413.85186105632,3431.50130368,2.434,2.475,1755693510451,,,,
NEIRO-USD,SPOT,NEIRO,USD,,,,,,,1743664200000,,0.0000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0003646,636227,0.0003604,2774694,0.0003589,835887,0.0003712,0.0003712,0.0003638,463.8927476,1272454,0.0003638,0.0003638,1755693508314,,,,
NEO-USD,SPOT,NEO,USD,,,,,,,1742451900000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,6.28,47.7707,6.316,47.498416,6.284,47.740292,6.05,6.563,5.861,27671.807287482,4662.226011,5.991,5.91,1755693510455,,,,
NMR-USD,SPOT,NMR,USD,,,,,,,1743056700000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,8.172,9.078393,8.254,36.346014,8.207,36.554161,8.66,8.66,8.066,1586.411529383,193.10135,8.081,8.325,1755693504312,,,,
NOT-USD,SPOT,NOT,USD,,,,,,,1743493500000,,0.000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.001834,1090.5,0.001836,163398.6,0.001827,164203.6,0.001872,0.001897,0.0018,304.6698718,166493.7,0.001834,0.001824,1755693509320,,,,
OAS-USD,SPOT,OAS,USD,,,,,,,1742452200000,,0.00001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.01141,337.09,0.01142,336.8,0.0114,337.39,0.01159,0.01163,0.01131,575.3169727,50263.32,0.01138,0.01161,1755693480009,,,,
OL-USD,SPOT,OL,USD,,,,,,,1737972300000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.03614,8301,0.03718,8068.8,0.0369,8130,0.03844,0.03844,0.03614,2657.353614,72244.3,0.03639,0.03675,1755693509616,,,,
OM-USD,SPOT,OM,USD,,,,,,,1742452500000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2371,100,0.2403,5342.292967,0.239,604,0.246,0.246,0.2371,523.7099999092,2199.076406,0.2371,0.2382,1755693507015,,,,
OMI-USD,SPOT,OMI,USD,,,,,,,1742452800000,,0.0000001,0.001,1000,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.000188,147802.43,0.0001885,1591511.936,0.0001867,1606855.918,0.0001911,0.0001911,0.000185,638.580507818,3411487.349,0.000188,0.000187,1755693480025,,,,
ONDO-USD,SPOT,ONDO,USD,,,,,,,1743664500000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.925,8.48,0.9291,9.689,0.9287,10.766,0.9587,0.9587,0.9071,123249.7716101,133937.521,0.9197,0.925,1755693510328,,,,
ONE-USD,SPOT,ONE,USD,,,,,,,1742453100000,,0.000001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01035,122.692788,0.010653,28161.081385,0.010587,28336.639274,0.010721,0.01079,0.01035,3.88952921503,367.980209,0.01035,0.01035,1755693508518,,,,
ONT-USD,SPOT,ONT,USD,,,,,,,1742453400000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.133,860.999432,0.1345,7434.944237,0.1337,2243.829468,0.131,0.133,0.131,134.207924456,1010.999432,0.133,0.1313,1755693502007,,,,
OP-USD,SPOT,OP,USD,,,,,,,1736910900000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.7064,107.8082,0.7058,45.9,0.7056,45.9,0.7171,0.7171,0.6846,9141.31303138,12995.3808,0.691,0.6934,1755693510507,,,,
ORBS-USD,SPOT,ORBS,USD,,,,,,,1742453700000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01805,5978.551965,0.01805,16620.498614,0.01794,16722.408026,0.01821,0.01821,0.01801,221.6636214353,12294.52967,0.01801,0.01801,1755693480135,,,,
ORDI-USD,SPOT,ORDI,USD,,,,,,,1742454000000,,0.001,0.0001,0.1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,8.641,0.2092,8.783,34.1567,8.745,34.3053,8.891,8.891,8.536,436.9318994,50.6568,8.641,8.641,1755693508015,,,,
PARTI-USD,SPOT,PARTI,USD,,,,,,,1744273800000,,0.0001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.1765,1257.85,0.175,300,0.1747,300,0.1765,0.1765,0.1765,0,0,0.1765,0.1765,1755693498726,,,,
PENGU-USD,SPOT,PENGU,USD,,,,,,,1737972600000,,0.000001,1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.029885,3346,0.029872,10042,0.029756,10082,0.031976,0.032075,0.02934,5599.767105,183084,0.029776,0.030782,1755693509920,,,,
PENDLE-USD,SPOT,PENDLE,USD,,,,,,,1743057000000,,0.001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,5.259,2.94,5.162,58.116,5.139,58.377,5.237,5.282,5.1,2657.278885,516.615,5.259,5.1,1755693508712,,,,
PEOPLE-USD,SPOT,PEOPLE,USD,,,,,,,1742454300000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01955,1297.803717,0.01853,16189.962223,0.01844,16268.980477,0.01955,0.01955,0.01955,0,0,0.01955,0.01955,1755693506812,,,,
PEPE-USD,SPOT,PEPE,USD,,,,,,,1736911200000,,0.000000001,1,100000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.000010368,2914373,0.000010385,3105000,0.00001036,3105000,0.000010781,0.000010847,0.000010145,7594.220412395,731905694,0.000010236,0.000010422,1755693507905,,,,
PERP-USD,SPOT,PERP,USD,,,,,,,1741846800000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2739,182.261539,0.2786,1076.812634,0.2766,1084.598698,0.2647,0.2739,0.257,300.9083777205,1150.867918,0.2625,0.257,1755693506814,,,,
PHA-USD,SPOT,PHA,USD,,,,,,,1743057300000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.11638,116.053263,0.11204,2677.615137,0.11134,2694.449434,0.1068,0.12111,0.10523,6099.74277431755,53926.713228,0.10921,0.10801,1755693507615,,,,
PIXEL-USD,SPOT,PIXEL,USD,,,,,,,1738922400000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.03286,308.09,0.03287,9126.86,0.03264,9191.17,0.03286,0.03286,0.03286,0,0,0.03286,0.03286,1755693508809,,,,
PNUT-USD,SPOT,PNUT,USD,,,,,,,1743664800000,,0.0001,0.01,1,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.2162,92.51,0.215,1395.34,0.214,1401.86,0.22,0.222,0.2096,362.698645,1693.86,0.2121,0.2145,1755693509809,,,,
POL-USD,SPOT,POL,USD,,,,,,,1742454600000,,0.0001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.2384,10,0.239,1255.23,0.2379,1261.03,0.2494,0.2494,0.234,2968.890214,12455.88,0.2377,0.243,1755693507823,,,,
POLYDOGE-USD,SPOT,POLYDOGE,USD,,,,,,,1742454900000,,0.000000000001,1,100000000,,9999999999999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,999999,0.000000004746,138731228,0.00000000476,63025210084,0.000000004727,63465199915,0.000000004787,0.000000005181,0.000000004699,2055.103024685148,431834108040,0.000000004736,0.000000004872,1755693510618,,,,
POR-USD,SPOT,POR,USD,,,,,,,1741851000000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.9357,188.0471,0.9457,317.2253,0.9328,321.6123,0.9463,0.9599,0.9317,2575.23573729,2726.96,0.9371,0.9473,1755693480011,,,,
PRCL-USD,SPOT,PRCL,USD,,,,,,,1737972000000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.08016,3742.514,0.0811,3699.136,0.08058,3723.007,0.08272,0.08272,0.08016,423.08992224,5242.514,0.08206,0.08206,1755693507213,,,,
PSTAKE-USD,SPOT,PSTAKE,USD,,,,,,,1743057600000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.03041,2413.477312,0.03057,9813.542688,0.03022,9927.200529,0.03134,0.03134,0.03002,3905.02469054746,128396.111042,0.03017,0.03044,1755693480011,,,,
PUMP-USD,SPOT,PUMP,USD,,,,,,,1752829200000,,0.000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.00298,95373,0.002988,100401,0.002976,100806,0.002855,0.003055,0.002779,8068.435453,2805041,0.00285,0.002805,1755693504918,,,,
PYTH-USD,SPOT,PYTH,USD,,,,,,,1743665100000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.1172,2924.299,0.11627,8600.67,0.11581,2590.449,0.11566,0.1172,0.11331,1148.44650904,10015.789,0.1172,0.11369,1755693506913,,,,
QTUM-USD,SPOT,QTUM,USD,,,,,,,1744267800000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,2.117,23.629462,2.089,143.609382,2.075,144.578313,2.162,2.162,2,1379.80942668,666.253984,2.02,2.02,1755693509514,,,,
RACA-USD,SPOT,RACA,USD,,,,,,,1742455500000,,0.00000001,0.001,1000,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.00005579,2062381.176,0.00005625,5333333.333,0.00005565,5390835.579,0.00005829,0.00005829,0.00005579,1749.57696012129,31344579.336,0.00005579,0.00005594,1755693503326,,,,
RAY-USD,SPOT,RAY,USD,,,,,,,1737971100000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,3.2189,63.558278,3.241,92.564023,3.2245,93.03768,3.2333,3.2333,3.161,681.164372846,214.241963,3.2189,3.1638,1755693509605,,,,
RDNT-USD,SPOT,RDNT,USD,,,,,,,1754460000000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.02224,3661.678,0.02125,23529.411,0.02112,23674.241,0.02224,0.02224,0.02224,0,0,0.02224,0.02224,1755693507015,,,,
RENDER-USD,SPOT,RENDER,USD,,,,,,,1740033600000,,0.001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,3.587,10.881,3.602,83.287,3.585,83.682,3.725,3.725,3.56,2025.154775,567.31,3.587,3.597,1755693495016,,,,
RESOLV-USD,SPOT,RESOLV,USD,,,,,,,1749571200000,,0.0001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.152,146.35,0.152,1973.68,0.1512,1984.12,0.1614,0.1614,0.1507,6243.477496,39854.35,0.1515,0.1555,1755693497809,,,,
RIO-USD,SPOT,RIO,USD,,,,,,,1742455800000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.279,132.407389,0.2781,1078.748651,0.2757,1088.139281,0.2792,0.2792,0.2563,5639.7030619069,21386.487207,0.2755,0.2657,1755693490510,,,,
RON-USD,SPOT,RON,USD,,,,,,,1742456100000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.5145,13.148117,0.5148,13.140455,0.5142,13.155788,0.5406,0.5424,0.5133,3438.0040411488,6562.264716,0.5142,0.5262,1755693497524,,,,
RPL-USD,SPOT,RPL,USD,,,,,,,1743057900000,,0.001,0.0001,0.1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,7.066,0.4725,7.183,41.7652,7.145,41.9874,7.411,7.411,7.066,6.6753714,0.9393,7.066,7.148,1755693505225,,,,
RSR-USD,SPOT,RSR,USD,,,,,,,1743058200000,,0.000001,0.000001,100,,999999999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,999999,0.008368,35850.86042,0.008381,30748.405623,0.00834,35971.223021,0.008349,0.008438,0.008166,359.464557183875,42927.783082,0.008368,0.008178,1755693507411,,,,
RSS3-USD,SPOT,RSS3,USD,,,,,,,1742536800000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.04504,477.846523,0.04579,6551.648831,0.04543,6603.565925,0.04441,0.06503,0.04441,39508.23159222526,745557.855178,0.04477,0.04746,1755693505113,,,,
RVN-USD,SPOT,RVN,USD,,,,,,,1742537100000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01353,930.725889,0.01342,22354.694485,0.01336,22455.08982,0.01353,0.01353,0.01353,0,0,0.01353,0.01353,1755693507822,,,,
S-USD,SPOT,S,USD,,,,,,,1738035000000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.3045,909.162,0.3061,980.071,0.3046,984.898,0.3265,0.3265,0.3045,2390.9819134,7643.373,0.3093,0.3179,1755693506811,,,,
