instId,instType,baseCcy,quoteCcy,settleCcy,ctVal,ctMult,ctValCcy,optType,stk,listTime,expTime,tickSz,lotSz,minSz,maxSz,maxLmtSz,maxMktSz,maxTwapSz,maxIcebergSz,maxTriggerSz,maxStopSz,last,lastSz,askPx,askSz,bidPx,bidSz,open24h,high24h,low24h,volCcy24h,vol24h,sodUtc0,sodUtc8,ts,minOrderValueUSD
DOT-USDT-SWAP,SWAP,,,USDT,1,1,DOT,,,1598350371000,,0.001,1,1,,100000000,70000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,70000,3.795,2,3.796,7454,3.795,1976,3.858,3.906,3.692,15326085,15326085,3.716,3.771,1755694245914,3.79
DUCK-USDT-SWAP,SWAP,,,USDT,100,1,DUCK,,,1737025200797,,0.000001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.005528,13,0.005528,450,0.005524,206,0.005416,0.005661,0.005275,1926035500,19260355,0.005381,0.005431,1755694245019,0.01
DYDX-USDT-SWAP,SWAP,,,USDT,1,1,DYDX,,,1631117510421,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.6436,2,0.6436,813,0.6435,1095,0.65,0.6622,0.6222,46368613,46368613,0.6258,0.6486,1755694245807,0.64
EGLD-USDT-SWAP,SWAP,,,USDT,0.1,1,EGLD,,,1608620400000,,0.01,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,14.69,1,14.7,344,14.69,2336,14.88,15.02,14.23,130206.2,1302062,14.35,14.62,1755694245812,14.69
EIGEN-USDT-SWAP,SWAP,,,USDT,1,1,EIGEN,,,1727764200682,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,1.3086,30,1.3086,343,1.3085,19,1.3117,1.3419,1.251,20182708,20182708,1.2551,1.2916,1755694245509,1.31
ENJ-USDT-SWAP,SWAP,,,USDT,10,1,ENJ,,,1709288701407,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.06791,72,0.06788,299,0.06785,112,0.0684,0.06927,0.06545,17159600,1715960,0.06565,0.06721,1755694245876,0.07
ENS-USDT-SWAP,SWAP,,,USDT,0.1,1,ENS,,,1636623946265,,0.001,1,1,,100000000,60000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,60000,24.596,2,24.595,20,24.594,104,25.182,25.392,23.96,600430.9,6004309,24.077,24.688,1755694245816,24.60
ETC-USDT-SWAP,SWAP,,,USDT,10,1,ETC,,,1573557408000,,0.01,0.01,0.01,,100000000,2000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,2000,20.9,0.01,20.91,89.67,20.9,176.88,21.36,21.54,20.4,1959030.3,195903.03,20.5,21.02,1755694245622,0.21
ETHW-USDT-SWAP,SWAP,,,USDT,0.1,1,ETHW,,,1663311331635,,0.001,1,1,,100000000,150000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,150000,1.566,1,1.567,963,1.566,470,1.594,1.607,1.517,698656.9,6986569,1.526,1.557,1755694245510,1.57
ETHFI-USDT-SWAP,SWAP,,,USDT,1,1,ETHFI,,,1710764700945,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,1.0738,1,1.0738,1054,1.0737,1,1.1022,1.1191,1.0453,46343105,46343105,1.0483,1.0682,1755694245914,1.07
FARTCOIN-USDT-SWAP,SWAP,,,USDT,1,1,FARTCOIN,,,1734685200393,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.8867,2,0.8868,474,0.8867,288,0.9282,0.9375,0.8504,108173395,108173395,0.853,0.8781,1755694245913,0.89
FIL-USDT-SWAP,SWAP,,,USDT,0.1,1,FIL,,,1565431971000,,0.001,1,1,,100000000,600000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,600000,2.396,4,2.396,253096,2.395,88082,2.436,2.457,2.346,23494181.7,234941817,2.358,2.391,1755694245807,2.40
FLM-USDT-SWAP,SWAP,,,USDT,10,1,FLM,,,1601359200000,,0.00001,1,1,,100000000,18000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,18000,0.03042,14,0.03044,1930,0.03042,131,0.03102,0.03114,0.02869,143067560,14306756,0.02925,0.03016,1755694245918,0.03
FLOKI-USDT-SWAP,SWAP,,,USDT,100000,1,FLOKI,,,1676876100607,,0.00000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.00010044,1,0.00010044,34,0.00010043,76,0.0001023,0.00010363,0.00009707,154351100000,1543511,0.00009817,0.00010018,1755694245926,0.00
FLOW-USDT-SWAP,SWAP,,,USDT,10,1,FLOW,,,1699350900756,,0.0001,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,0.3727,1,0.3727,556,0.3726,40,0.3811,0.3837,0.3627,14322180,1432218,0.3654,0.3724,1755694245224,0.37
FXS-USDT-SWAP,SWAP,,,USDT,1,1,FXS,,,1705046100655,,0.001,1,1,,100000000,15000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,15000,2.786,4,2.788,128,2.787,4,2.71,2.87,2.607,1112002,1112002,2.666,2.667,1755694244711,2.79
GALA-USDT-SWAP,SWAP,,,USDT,10,1,GALA,,,1632477789599,,0.00001,1,1,,100000000,800000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,800000,0.01615,121,0.01615,2,0.01614,131652,0.01654,0.01673,0.01565,896136020,89613602,0.01573,0.01616,1755694245807,0.02
GAS-USDT-SWAP,SWAP,,,USDT,1,1,GAS,,,1698141300695,,0.001,1,1,,100000000,6000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,6000,3.291,1,3.292,317,3.291,23,3.293,3.352,3.137,1640060,1640060,3.223,3.23,1755694245917,3.29
GLM-USDT-SWAP,SWAP,,,USDT,10,1,GLM,,,1715329501418,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.2426,5,0.2428,1020,0.2426,104,0.2568,0.2576,0.24,7079030,707903,0.2421,0.2514,1755694245713,0.24
GMT-USDT-SWAP,SWAP,,,USDT,1,1,GMT,,,1648803369890,,0.00001,1,1,,100000000,250000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,250000,0.04155,2,0.04156,24037,0.04155,54,0.04262,0.04292,0.04026,100228966,100228966,0.04073,0.0418,1755694245968,0.04
GMX-USDT-SWAP,SWAP,,,USDT,0.1,1,GMX,,,1675321542847,,0.01,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,14.94,1,14.95,1559,14.94,15,15.08,15.22,14.32,228109.5,2281095,14.5,14.76,1755694245619,14.94
GOAT-USDT-SWAP,SWAP,,,USDT,10,1,GOAT,,,1729760401829,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.08885,1,0.08885,45,0.08884,61,0.09022,0.09119,0.08566,55020180,5502018,0.08718,0.08809,1755694245816,0.09
GODS-USDT-SWAP,SWAP,,,USDT,1,1,GODS,,,1636113037912,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.12538,4,0.12538,1992,0.12535,86,0.12297,0.12701,0.11953,14035086,14035086,0.12153,0.12181,1755694245312,0.13
GPS-USDT-SWAP,SWAP,,,USDT,10,1,GPS,,,1741089600468,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.01288,1,0.01289,746,0.01288,3330,0.01369,0.01385,0.01263,127255850,12725585,0.01289,0.01328,1755694245714,0.01
GRASS-USDT-SWAP,SWAP,,,USDT,1,1,GRASS,,,1730125800597,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.8233,142,0.8235,173,0.8232,86,0.7246,0.8286,0.7195,25305612,25305612,0.721,0.7588,1755694245913,0.82
GRIFFAIN-USDT-SWAP,SWAP,,,USDT,10,1,GRIFFAIN,,,1735282800164,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.03669,8,0.0367,134,0.03669,138,0.0379,0.03833,0.03508,80097720,8009772,0.03533,0.03688,1755694245308,0.04
GRT-USDT-SWAP,SWAP,,,USDT,10,1,GRT,,,1608458400000,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.09021,6,0.09022,808,0.0902,67,0.0916,0.09257,0.08758,80734570,8073457,0.08825,0.08961,1755694245807,0.09
H-USDT-SWAP,SWAP,,,USDT,100,1,H,,,1751522400413,,0.00001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.03121,2,0.0312,64,0.03119,266,0.03276,0.033,0.02973,196034100,1960341,0.02992,0.03159,1755694243709,0.03
HBAR-USDT-SWAP,SWAP,,,USDT,100,1,HBAR,,,1692165300823,,0.00001,0.1,0.1,,100000000,14000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,14000,0.23427,0.1,0.23427,14.5,0.23426,13.9,0.2404,0.24278,0.23035,141578430,1415784.3,0.23146,0.2353,1755694245926,0.02
HMSTR-USDT-SWAP,SWAP,,,USDT,100,1,HMSTR,,,1727353800176,,0.0000001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.000703,2,0.0007029,3163,0.0007028,2,0.0007141,0.0007218,0.0006821,2273392700,22733927,0.0006856,0.0006999,1755694245913,0.00
HOME-USDT-SWAP,SWAP,,,USDT,100,1,HOME,,,1749809700256,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.0429,31,0.04292,84,0.04291,25,0.04307,0.04344,0.04158,135143400,1351434,0.04173,0.04254,1755694244910,0.04
HUMA-USDT-SWAP,SWAP,,,USDT,100,1,HUMA,,,1748266200433,,0.00001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.03252,1,0.03253,210,0.03252,75,0.0331,0.03391,0.03191,222549300,2225493,0.03223,0.03268,1755694245808,0.03
HYPE-USDT-SWAP,SWAP,,,USDT,0.1,1,HYPE,,,1740121200506,,0.001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,42.12,1,42.118,190,42.117,114,43.643,44.14,40.929,2755016,27550160,41.293,42.427,1755694245914,42.12
ICP-USDT-SWAP,SWAP,,,USDT,0.01,1,ICP,,,1620982800000,,0.001,1,1,,100000000,3200000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,3200000,5.135,1308,5.135,75062,5.134,264,5.236,5.282,5.01,1755157.66,175515766,5.023,5.131,1755694245918,5.13
ICX-USDT-SWAP,SWAP,,,USDT,10,1,ICX,,,1708687651159,,0.00001,1,1,,100000000,5000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,5000,0.12644,12,0.12644,45,0.12641,17,0.12973,0.13062,0.12333,7846220,784622,0.12435,0.12728,1755694245914,0.13
IMX-USDT-SWAP,SWAP,,,USDT,1,1,IMX,,,1637218222034,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.5402,1,0.5403,1183,0.5402,1,0.5513,0.5587,0.5232,11285833,11285833,0.528,0.5399,1755694245914,0.54
INIT-USDT-SWAP,SWAP,,,USDT,10,1,INIT,,,1745494200437,,0.0001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.367,1,0.3669,32,0.3668,2,0.3763,0.3825,0.3558,7303930,730393,0.3594,0.3696,1755694245807,0.37
INJ-USDT-SWAP,SWAP,,,USDT,0.1,1,INJ,,,1701345300667,,0.001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,13.427,1,13.427,88,13.426,180,13.9,14.074,13.145,1462750.5,14627505,13.196,13.632,1755694245968,13.43
IOST-USDT-SWAP,SWAP,,,USDT,1000,1,IOST,,,1587463971000,,0.000001,1,1,,100000000,4200,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,4200,0.003459,2,0.00346,11,0.003458,237,0.003522,0.003538,0.003368,210290000,210290,0.003392,0.00346,1755694245812,0.00
IOTA-USDT-SWAP,SWAP,,,USDT,10,1,IOTA,,,1587463971000,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.1956,81,0.1957,1809,0.1956,35,0.2012,0.2037,0.1905,17283050,1728305,0.1916,0.1976,1755694245968,0.20
IP-USDT-SWAP,SWAP,,,USDT,1,1,IP,,,1739440801995,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,5.6881,2,5.6878,75,5.6877,2,5.5687,5.7272,5.43,4220023,4220023,5.5312,5.5652,1755694244611,5.69
JELLYJELLY-USDT-SWAP,SWAP,,,USDT,100,1,JELLYJELLY,,,1743004470352,,0.00001,1,1,,100000000,3500,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,3500,0.02,1,0.02001,38,0.02,32,0.02048,0.02081,0.01956,43540900,435409,0.01962,0.02058,1755694245113,0.02
JOE-USDT-SWAP,SWAP,,,USDT,10,1,JOE,,,1704966900579,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.1556,18,0.1556,3,0.1555,301,0.159,0.1609,0.1501,3720440,372044,0.1512,0.1563,1755694243116,0.16
JST-USDT-SWAP,SWAP,,,USDT,100,1,JST,,,1599559971000,,0.00001,1,1,,100000000,2000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,2000,0.03304,4,0.03306,75,0.03304,120,0.03281,0.03315,0.0321,16473400,164734,0.03226,0.03248,1755694243236,0.03
JTO-USDT-SWAP,SWAP,,,USDT,1,1,JTO,,,1704696900623,,0.001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,1.696,1,1.697,5472,1.696,512,1.69,1.706,1.617,3725949,3725949,1.624,1.653,1755694245807,1.70
JUP-USDT-SWAP,SWAP,,,USDT,10,1,JUP,,,1706717100211,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.4897,2,0.4896,242,0.4895,421,0.4978,0.5019,0.4733,35589150,3558915,0.4751,0.4858,1755694245968,0.49
KAITO-USDT-SWAP,SWAP,,,USDT,1,1,KAITO,,,1740060000331,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,1.0475,2,1.0475,312,1.0474,247,1.0688,1.0786,1.014,11153494,11153494,1.0222,1.0461,1755694245913,1.05
KMNO-USDT-SWAP,SWAP,,,USDT,100,1,KMNO,,,1748575800335,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.05677,4,0.05677,43,0.05676,8,0.05823,0.05875,0.05517,60489200,604892,0.05545,0.05665,1755694245913,0.06
KSM-USDT-SWAP,SWAP,,,USDT,0.1,1,KSM,,,1599559971000,,0.01,1,1,,100000000,22000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,22000,14.26,39,14.26,988,14.25,335,14.61,14.74,13.85,107778.9,1077789,13.92,14.27,1755694245415,14.26
LA-USDT-SWAP,SWAP,,,USDT,10,1,LA,,,1749808800320,,0.0001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,0.3424,1,0.3425,686,0.3424,60,0.3605,0.3623,0.336,27096740,2709674,0.3389,0.3566,1755694245813,0.34
LAUNCHCOIN-USDT-SWAP,SWAP,,,USDT,10,1,LAUNCHCOIN,,,1748945700339,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.04448,1,0.04448,181,0.04447,4,0.04752,0.0485,0.04224,289954370,28995437,0.0434,0.04418,1755694244744,0.04
LAYER-USDT-SWAP,SWAP,,,USDT,1,1,LAYER,,,1739284200817,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.5559,5,0.5559,178,0.5558,658,0.5597,0.5654,0.5447,9531127,9531127,0.5474,0.5527,1755694245913,0.56
LDO-USDT-SWAP,SWAP,,,USDT,1,1,LDO,,,1675321369323,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,1.3296,1,1.3296,444,1.3295,632,1.3117,1.3599,1.2606,65006398,65006398,1.2747,1.2808,1755694245917,1.33
LINK-USDT-SWAP,SWAP,,,USDT,1,1,LINK,,,1582888608000,,0.001,0.1,0.1,,100000000,55000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,55000,25.327,10,25.328,132.4,25.327,206,24.408,25.342,23.356,22518124,22518124,23.551,24.272,1755694245944,2.53
LPT-USDT-SWAP,SWAP,,,USDT,0.1,1,LPT,,,1619161200000,,0.001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,6.245,633,6.247,3037,6.245,6190,6.26,6.329,6.032,1741998.4,17419984,6.081,6.188,1755694245714,6.25
LQTY-USDT-SWAP,SWAP,,,USDT,1,1,LQTY,,,1705053300717,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.878,26,0.8778,56,0.8775,54,0.9042,0.9152,0.8515,3875872,3875872,0.8547,0.8896,1755694245812,0.88
LRC-USDT-SWAP,SWAP,,,USDT,10,1,LRC,,,1599646371000,,0.00001,1,1,,100000000,25000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,25000,0.08752,1,0.08754,299,0.08752,1,0.0926,0.09297,0.08573,76979740,7697974,0.08626,0.0907,1755694245876,0.09
LTC-USDT-SWAP,SWAP,,,USDT,1,1,LTC,,,1573557408000,,0.01,0.1,0.1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,114.92,0.1,114.92,218.7,114.91,11.4,115.7,116.71,112.15,1326672,1326672,112.62,114.07,1755694245968,11.49
LUNA-USDT-SWAP,SWAP,,,USDT,1,1,LUNA,,,1653746082125,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.1533,2,0.1534,9902,0.1533,7680,0.1556,0.1566,0.1486,13981858,13981858,0.1496,0.1526,1755694245808,0.15
LUNC-USDT-SWAP,SWAP,,,USDT,10000,1,LUNC,,,1662706704613,,0.00000001,1,1,,100000000,60000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,60000,0.00005861,5,0.00005862,162,0.0000586,559,0.00006005,0.00006037,0.00005722,31430250000,3143025,0.00005763,0.00005881,1755694245917,0.00
MAGIC-USDT-SWAP,SWAP,,,USDT,1,1,MAGIC,,,1675321549791,,0.00001,1,1,,100000000,70000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,70000,0.23029,296,0.23029,1412,0.23028,6,0.23026,0.23638,0.22116,304197136,304197136,0.22245,0.22649,1755694245808,0.23
MAJOR-USDT-SWAP,SWAP,,,USDT,1,1,MAJOR,,,1732798800111,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.1572,43,0.1573,2107,0.1572,873,0.1623,0.1635,0.154,5914667,5914667,0.1559,0.1572,1755694242610,0.16
MANA-USDT-SWAP,SWAP,,,USDT,10,1,MANA,,,1615539600000,,0.0001,1,1,,100000000,22000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,22000,0.279,1,0.279,171,0.2789,14,0.2828,0.2853,0.2712,9620650,962065,0.2719,0.2781,1755694245918,0.28
MASK-USDT-SWAP,SWAP,,,USDT,1,1,MASK,,,1614841200000,,0.001,1,1,,100000000,45000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,45000,1.233,20,1.234,7860,1.233,234,1.254,1.263,1.204,2593509,2593509,1.213,1.232,1755694245913,1.23
ME-USDT-SWAP,SWAP,,,USDT,1,1,ME,,,1733844600107,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.681,8,0.6812,830,0.6811,10,0.6954,0.7005,0.6647,4135676,4135676,0.6691,0.6809,1755694245713,0.68
MEME-USDT-SWAP,SWAP,,,USDT,100,1,MEME,,,1699001700715,,0.000001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.002377,3464,0.002378,2150,0.002377,30703,0.002004,0.002398,0.001966,32618308900,326183089,0.002086,0.002019,1755694245807,0.00
MERL-USDT-SWAP,SWAP,,,USDT,1,1,MERL,,,1713522300606,,0.00001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.11112,116,0.11113,119,0.11111,51,0.11299,0.11333,0.10527,27306277,27306277,0.10692,0.11168,1755694245610,0.11
METIS-USDT-SWAP,SWAP,,,USDT,0.1,1,METIS,,,1703757300614,,0.01,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,16.62,7,16.62,278,16.61,850,17.31,17.5,16.2,171856.7,1718567,16.27,17.11,1755694244710,16.62
MEW-USDT-SWAP,SWAP,,,USDT,1000,1,MEW,,,1713169500531,,0.000001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.002878,2,0.002878,50,0.002877,183,0.002925,0.002961,0.002775,1303900000,1303900,0.002808,0.002858,1755694245918,0.00
MINA-USDT-SWAP,SWAP,,,USDT,1,1,MINA,,,1623229200000,,0.0001,1,1,,100000000,85000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,85000,0.1821,10,0.1822,11372,0.182,12436,0.1852,0.1869,0.1767,8747957,8747957,0.178,0.1814,1755694245807,0.18
MKR-USDT-SWAP,SWAP,,,USDT,0.01,1,MKR,,,1598004771000,,0.1,0.1,0.1,,100000000,7000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,7000,1637.6,0.1,1637.7,6.9,1637.6,82.2,1705.6,1719.7,1618.2,9833.835,983383.5,1651.5,1678.4,1755694244911,163.76
MOG-USDT-SWAP,SWAP,,,USDT,1000000,1,MOG,,,1752729300240,,0.0000000001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.0000010594,15,0.0000010594,189,0.0000010592,1,0.0000010968,0.0000011139,0.000001015,3771503000000,3771503,0.0000010173,0.0000010666,1755694245719,0.00
MOODENG-USDT-SWAP,SWAP,,,USDT,10,1,MOODENG,,,1727938802849,,0.00001,1,1,,100000000,50000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,50000,0.14811,1,0.14811,117,0.1481,1,0.15134,0.15258,0.14454,149683860,14968386,0.14539,0.14849,1755694245918,0.15
MORPHO-USDT-SWAP,SWAP,,,USDT,1,1,MORPHO,,,1732528800980,,0.0001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,2.109,3,2.1093,27,2.1084,32,2.0472,2.1216,1.9824,2678145,2678145,1.9857,2.0489,1755694245816,2.11
MOVE-USDT-SWAP,SWAP,,,USDT,10,1,MOVE,,,1733749202646,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.12705,1,0.12703,294,0.12701,42,0.13208,0.13337,0.12354,57830860,5783086,0.12578,0.13002,1755694245807,0.13
MUBARAK-USDT-SWAP,SWAP,,,USDT,100,1,MUBARAK,,,1748946600286,,0.00001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.03207,1,0.03209,78,0.03207,28,0.03337,0.03389,0.03063,60565700,605657,0.03102,0.03258,1755694245913,0.03
NEAR-USDT-SWAP,SWAP,,,USDT,10,1,NEAR,,,1608544800000,,0.001,0.1,0.1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,2.469,0.2,2.469,593.1,2.468,522.6,2.518,2.545,2.411,13417308,1341730.8,2.42,2.478,1755694245876,0.25
NEIROETH-USDT-SWAP,SWAP,,,USDT,100,1,NEIROETH,,,1725616800257,,0.00001,1,1,,100000000,4000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,4000,0.11646,5,0.11647,2,0.11641,1,0.11434,0.11775,0.10407,49974000,499740,0.10607,0.11318,1755694245117,0.12
NEIRO-USDT-SWAP,SWAP,,,USDT,1000,1,NEIRO,,,1727939701217,,0.0000001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.0003599,2,0.0003599,326,0.0003598,6025,0.00037,0.0003744,0.0003445,31357925000,31357925,0.0003505,0.0003589,1755694245720,0.00
NEO-USDT-SWAP,SWAP,,,USDT,1,1,NEO,,,1582888608000,,0.001,1,1,,100000000,11000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,11000,6.217,78,6.216,93,6.214,69,6.072,6.555,5.819,1934879,1934879,5.845,5.945,1755694245914,6.22
NEWT-USDT-SWAP,SWAP,,,USDT,10,1,NEWT,,,1753438500274,,0.0001,1,1,,100000000,20000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,20000,0.3015,2,0.3016,44,0.3015,36,0.3037,0.3071,0.2865,11646510,1164651,0.2891,0.2988,1755694244910,0.30
NMR-USDT-SWAP,SWAP,,,USDT,0.1,1,NMR,,,1704959700642,,0.001,1,1,,100000000,10000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,10000,8.23,36,8.23,447,8.229,4,8.549,8.6,7.976,394091.8,3940918,8.004,8.355,1755694245917,8.23
NOT-USDT-SWAP,SWAP,,,USDT,100,1,NOT,,,1715862465350,,0.000001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.001831,5,0.001831,3268,0.00183,7531,0.001875,0.0019,0.001779,1825818900,18258189,0.001791,0.001838,1755694245968,0.00
NXPC-USDT-SWAP,SWAP,,,USDT,1,1,NXPC,,,1748944800562,,0.0001,1,1,,100000000,100000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,100000,0.7696,65,0.7694,141,0.7693,65,0.8028,0.8096,0.7378,2498088,2498088,0.7695,0.7875,1755694245807,0.77
OL-USDT-SWAP,SWAP,,,USDT,10,1,OL,,,1732266004408,,0.00001,1,1,,100000000,30000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,30000,0.03735,67,0.03735,697,0.03733,699,0.03855,0.0389,0.03535,258652410,25865241,0.03611,0.03766,1755694245968,0.04
OM-USDT-SWAP,SWAP,,,USDT,10,1,OM,,,1708417500167,,0.0001,0.1,0.1,,100000000,1000,100000000.0000000000000000,100000000.0000000000000000,100000000.0000000000000000,1000,0.2395,0.2,0.2396,4535.2,0.2394,1012.2,0.242,0.2442,0.2332,28708535,2870853.5,0.2357,0.2384,1755694245808,0.02
